state,year,sex,pluarlity,age,births
New York,2019,Male,Single,45-49 years,406
New York,2019,Male,Single,50 years and over,63
New York,2019,Male,Twin,15-19 years,61
New York,2019,Male,Twin,20-24 years,372
New York,2019,Male,Twin,25-29 years,825
New York,2019,Male,Twin,30-34 years,1229
New York,2019,Male,Twin,35-39 years,844
New York,2019,Male,Twin,40-44 years,188
New York,2019,Male,Twin,45-49 years,51
New York,2019,Male,Triplet,20-24 years,11
New York,2019,Male,Triplet,25-29 years,18
New York,2019,Male,Triplet,30-34 years,28
New York,2019,Male,Triplet,35-39 years,16
North Carolina,2016,Female,Single,Under 15 years,38
North Carolina,2016,Female,Single,15-19 years,3490
North Carolina,2016,Female,Single,20-24 years,12809
North Carolina,2016,Female,Single,25-29 years,16917
North Carolina,2016,Female,Single,30-34 years,14722
North Carolina,2016,Female,Single,35-39 years,7158
North Carolina,2016,Female,Single,40-44 years,1410
North Carolina,2016,Female,Single,45-49 years,74
North Carolina,2016,Female,Twin,15-19 years,95
North Carolina,2016,Female,Twin,20-24 years,343
North Carolina,2016,Female,Twin,25-29 years,577
North Carolina,2016,Female,Twin,30-34 years,617
North Carolina,2016,Female,Twin,35-39 years,340
North Carolina,2016,Female,Twin,40-44 years,75
North Carolina,2016,Female,Twin,45-49 years,17
North Carolina,2016,Female,Triplet,25-29 years,16
North Carolina,2016,Female,Triplet,30-34 years,26
North Carolina,2016,Male,Single,Under 15 years,35
North Carolina,2016,Male,Single,15-19 years,3551
North Carolina,2016,Male,Single,20-24 years,13447
North Carolina,2016,Male,Single,25-29 years,17938
North Carolina,2016,Male,Single,30-34 years,15967
North Carolina,2016,Male,Single,35-39 years,7396
North Carolina,2016,Male,Single,40-44 years,1493
North Carolina,2016,Male,Single,45-49 years,79
North Carolina,2016,Male,Twin,15-19 years,51
North Carolina,2016,Male,Twin,20-24 years,351
North Carolina,2016,Male,Twin,25-29 years,539
North Carolina,2016,Male,Twin,30-34 years,641
North Carolina,2016,Male,Twin,35-39 years,383
North Carolina,2016,Male,Twin,40-44 years,76
North Carolina,2016,Male,Twin,45-49 years,17
North Carolina,2016,Male,Triplet,25-29 years,12
North Carolina,2016,Male,Triplet,30-34 years,19
North Carolina,2017,Female,Single,Under 15 years,41
North Carolina,2017,Female,Single,15-19 years,3291
North Carolina,2017,Female,Single,20-24 years,12657
North Carolina,2017,Female,Single,25-29 years,16801
North Carolina,2017,Female,Single,30-34 years,14847
North Carolina,2017,Female,Single,35-39 years,7231
North Carolina,2017,Female,Single,40-44 years,1508
North Carolina,2017,Female,Single,45-49 years,75
North Carolina,2017,Female,Twin,15-19 years,67
North Carolina,2017,Female,Twin,20-24 years,340
North Carolina,2017,Female,Twin,25-29 years,591
North Carolina,2017,Female,Twin,30-34 years,633
North Carolina,2017,Female,Twin,35-39 years,388
North Carolina,2017,Female,Twin,40-44 years,70
North Carolina,2017,Female,Twin,45-49 years,16
North Carolina,2017,Female,Triplet,25-29 years,15
North Carolina,2017,Female,Triplet,30-34 years,28
North Carolina,2017,Female,Triplet,35-39 years,15
North Carolina,2017,Male,Single,Under 15 years,38
North Carolina,2017,Male,Single,15-19 years,3421
North Carolina,2017,Male,Single,20-24 years,13302
North Carolina,2017,Male,Single,25-29 years,17730
North Carolina,2017,Male,Single,30-34 years,15535
North Carolina,2017,Male,Single,35-39 years,7611
North Carolina,2017,Male,Single,40-44 years,1570
North Carolina,2017,Male,Single,45-49 years,94
North Carolina,2017,Male,Twin,15-19 years,63
North Carolina,2017,Male,Twin,20-24 years,363
North Carolina,2017,Male,Twin,25-29 years,598
North Carolina,2017,Male,Twin,30-34 years,629
North Carolina,2017,Male,Twin,35-39 years,376
North Carolina,2017,Male,Twin,40-44 years,82
North Carolina,2017,Male,Twin,45-49 years,19
North Carolina,2017,Male,Triplet,30-34 years,23
North Carolina,2018,Female,Single,Under 15 years,30
North Carolina,2018,Female,Single,15-19 years,3035
North Carolina,2018,Female,Single,20-24 years,12079
North Carolina,2018,Female,Single,25-29 years,16797
North Carolina,2018,Female,Single,30-34 years,15494
North Carolina,2018,Female,Single,35-39 years,7438
North Carolina,2018,Female,Single,40-44 years,1485
North Carolina,2018,Female,Single,45-49 years,87
North Carolina,2018,Female,Twin,15-19 years,46
North Carolina,2018,Female,Twin,20-24 years,285
North Carolina,2018,Female,Twin,25-29 years,564
North Carolina,2018,Female,Twin,30-34 years,569
North Carolina,2018,Female,Twin,35-39 years,335
North Carolina,2018,Female,Twin,40-44 years,61
North Carolina,2018,Female,Triplet,30-34 years,23
North Carolina,2018,Female,Triplet,35-39 years,18
North Carolina,2018,Male,Single,Under 15 years,43
North Carolina,2018,Male,Single,15-19 years,3138
North Carolina,2018,Male,Single,20-24 years,12633
North Carolina,2018,Male,Single,25-29 years,17464
North Carolina,2018,Male,Single,30-34 years,15851
North Carolina,2018,Male,Single,35-39 years,7719
North Carolina,2018,Male,Single,40-44 years,1546
North Carolina,2018,Male,Single,45-49 years,98
North Carolina,2018,Male,Twin,15-19 years,81
North Carolina,2018,Male,Twin,20-24 years,286
North Carolina,2018,Male,Twin,25-29 years,579
North Carolina,2018,Male,Twin,30-34 years,624
North Carolina,2018,Male,Twin,35-39 years,369
North Carolina,2018,Male,Twin,40-44 years,55
North Carolina,2018,Male,Triplet,25-29 years,10
North Carolina,2018,Male,Triplet,30-34 years,25
North Carolina,2018,Male,Triplet,35-39 years,15
North Carolina,2019,Female,Single,Under 15 years,45
North Carolina,2019,Female,Single,15-19 years,2952
North Carolina,2019,Female,Single,20-24 years,11984
North Carolina,2019,Female,Single,25-29 years,16656
North Carolina,2019,Female,Single,30-34 years,15384
North Carolina,2019,Female,Single,35-39 years,7574
North Carolina,2019,Female,Single,40-44 years,1546
North Carolina,2019,Female,Single,45-49 years,77
North Carolina,2019,Female,Twin,15-19 years,50
North Carolina,2019,Female,Twin,20-24 years,317
North Carolina,2019,Female,Twin,25-29 years,554
North Carolina,2019,Female,Twin,30-34 years,549
North Carolina,2019,Female,Twin,35-39 years,320
North Carolina,2019,Female,Twin,40-44 years,69
North Carolina,2019,Female,Triplet,30-34 years,13
North Carolina,2019,Male,Single,Under 15 years,39
North Carolina,2019,Male,Single,15-19 years,3121
North Carolina,2019,Male,Single,20-24 years,12456
North Carolina,2019,Male,Single,25-29 years,17258
North Carolina,2019,Male,Single,30-34 years,16112
North Carolina,2019,Male,Single,35-39 years,8034
North Carolina,2019,Male,Single,40-44 years,1561
North Carolina,2019,Male,Single,45-49 years,74
North Carolina,2019,Male,Twin,15-19 years,45
North Carolina,2019,Male,Twin,20-24 years,349
North Carolina,2019,Male,Twin,25-29 years,565
North Carolina,2019,Male,Twin,30-34 years,566
North Carolina,2019,Male,Twin,35-39 years,290
North Carolina,2019,Male,Twin,40-44 years,64
North Carolina,2019,Male,Triplet,20-24 years,10
North Carolina,2019,Male,Triplet,25-29 years,18
North Carolina,2019,Male,Triplet,30-34 years,18
North Dakota,2016,Female,Single,15-19 years,223
North Dakota,2016,Female,Single,20-24 years,1110
North Dakota,2016,Female,Single,25-29 years,1914
North Dakota,2016,Female,Single,30-34 years,1474
North Dakota,2016,Female,Single,35-39 years,517
North Dakota,2016,Female,Single,40-44 years,104
North Dakota,2016,Female,Twin,20-24 years,17
North Dakota,2016,Female,Twin,25-29 years,60
North Dakota,2016,Female,Twin,30-34 years,82
North Dakota,2016,Female,Twin,35-39 years,14
North Dakota,2016,Male,Single,15-19 years,236
North Dakota,2016,Male,Single,20-24 years,1163
North Dakota,2016,Male,Single,25-29 years,2016
North Dakota,2016,Male,Single,30-34 years,1542
North Dakota,2016,Male,Single,35-39 years,578
North Dakota,2016,Male,Single,40-44 years,108
North Dakota,2016,Male,Single,45-49 years,11
North Dakota,2016,Male,Twin,20-24 years,29
North Dakota,2016,Male,Twin,25-29 years,65
North Dakota,2016,Male,Twin,30-34 years,64
North Dakota,2016,Male,Twin,35-39 years,15
North Dakota,2017,Female,Single,15-19 years,172
North Dakota,2017,Female,Single,20-24 years,954
North Dakota,2017,Female,Single,25-29 years,1756
North Dakota,2017,Female,Single,30-34 years,1470
North Dakota,2017,Female,Single,35-39 years,530
North Dakota,2017,Female,Single,40-44 years,90
North Dakota,2017,Female,Twin,20-24 years,29
North Dakota,2017,Female,Twin,25-29 years,60
North Dakota,2017,Female,Twin,30-34 years,59
North Dakota,2017,Female,Twin,35-39 years,37
North Dakota,2017,Male,Single,15-19 years,192
North Dakota,2017,Male,Single,20-24 years,1080
North Dakota,2017,Male,Single,25-29 years,1926
North Dakota,2017,Male,Single,30-34 years,1502
North Dakota,2017,Male,Single,35-39 years,557
North Dakota,2017,Male,Single,40-44 years,101
North Dakota,2017,Male,Twin,20-24 years,23
North Dakota,2017,Male,Twin,25-29 years,50
North Dakota,2017,Male,Twin,30-34 years,73
North Dakota,2017,Male,Twin,35-39 years,34
North Dakota,2018,Female,Single,15-19 years,191
North Dakota,2018,Female,Single,20-24 years,941
North Dakota,2018,Female,Single,25-29 years,1775
North Dakota,2018,Female,Single,30-34 years,1407
North Dakota,2018,Female,Single,35-39 years,563
North Dakota,2018,Female,Single,40-44 years,84
North Dakota,2018,Female,Twin,20-24 years,20
North Dakota,2018,Female,Twin,25-29 years,34
North Dakota,2018,Female,Twin,30-34 years,64
North Dakota,2018,Female,Twin,35-39 years,28
North Dakota,2018,Male,Single,15-19 years,177
North Dakota,2018,Male,Single,20-24 years,1046
North Dakota,2018,Male,Single,25-29 years,1853
North Dakota,2018,Male,Single,30-34 years,1544
North Dakota,2018,Male,Single,35-39 years,603
North Dakota,2018,Male,Single,40-44 years,89
North Dakota,2018,Male,Twin,20-24 years,24
North Dakota,2018,Male,Twin,25-29 years,74
North Dakota,2018,Male,Twin,30-34 years,61
North Dakota,2018,Male,Twin,35-39 years,22
North Dakota,2019,Female,Single,15-19 years,168
North Dakota,2019,Female,Single,20-24 years,921
North Dakota,2019,Female,Single,25-29 years,1662
North Dakota,2019,Female,Single,30-34 years,1409
North Dakota,2019,Female,Single,35-39 years,603
North Dakota,2019,Female,Single,40-44 years,88
North Dakota,2019,Female,Twin,20-24 years,17
North Dakota,2019,Female,Twin,25-29 years,45
North Dakota,2019,Female,Twin,30-34 years,61
North Dakota,2019,Female,Twin,35-39 years,41
North Dakota,2019,Male,Single,15-19 years,180
North Dakota,2019,Male,Single,20-24 years,976
North Dakota,2019,Male,Single,25-29 years,1804
North Dakota,2019,Male,Single,30-34 years,1575
North Dakota,2019,Male,Single,35-39 years,571
North Dakota,2019,Male,Single,40-44 years,99
North Dakota,2019,Male,Twin,20-24 years,15
North Dakota,2019,Male,Twin,25-29 years,51
North Dakota,2019,Male,Twin,30-34 years,90
North Dakota,2019,Male,Twin,35-39 years,31
Ohio,2016,Female,Single,Under 15 years,32
Ohio,2016,Female,Single,15-19 years,3912
Ohio,2016,Female,Single,20-24 years,14860
Ohio,2016,Female,Single,25-29 years,20049
Ohio,2016,Female,Single,30-34 years,17333
Ohio,2016,Female,Single,35-39 years,7332
Ohio,2016,Female,Single,40-44 years,1291
Ohio,2016,Female,Single,45-49 years,73
Ohio,2016,Female,Twin,15-19 years,75
Ohio,2016,Female,Twin,20-24 years,384
Ohio,2016,Female,Twin,25-29 years,704
Ohio,2016,Female,Twin,30-34 years,835
Ohio,2016,Female,Twin,35-39 years,393
Ohio,2016,Female,Twin,40-44 years,84
Ohio,2016,Female,Triplet,20-24 years,11
Ohio,2016,Female,Triplet,25-29 years,24
Ohio,2016,Female,Triplet,30-34 years,28
Ohio,2016,Female,Triplet,35-39 years,10
Ohio,2016,Male,Single,Under 15 years,58
Ohio,2016,Male,Single,15-19 years,4093
Ohio,2016,Male,Single,20-24 years,15620
Ohio,2016,Male,Single,25-29 years,21297
Ohio,2016,Male,Single,30-34 years,18121
Ohio,2016,Male,Single,35-39 years,7478
Ohio,2016,Male,Single,40-44 years,1298
Ohio,2016,Male,Single,45-49 years,76
Ohio,2016,Male,Twin,15-19 years,71
Ohio,2016,Male,Twin,20-24 years,389
Ohio,2016,Male,Twin,25-29 years,757
Ohio,2016,Male,Twin,30-34 years,803
Ohio,2016,Male,Twin,35-39 years,377
Ohio,2016,Male,Twin,40-44 years,78
Ohio,2016,Male,Twin,45-49 years,16
Ohio,2016,Male,Triplet,20-24 years,10
Ohio,2016,Male,Triplet,25-29 years,25
Ohio,2016,Male,Triplet,30-34 years,27
Ohio,2016,Male,Triplet,35-39 years,23
Ohio,2017,Female,Single,Under 15 years,35
Ohio,2017,Female,Single,15-19 years,3741
Ohio,2017,Female,Single,20-24 years,14570
Ohio,2017,Female,Single,25-29 years,19897
Ohio,2017,Female,Single,30-34 years,17537
Ohio,2017,Female,Single,35-39 years,7304
Ohio,2017,Female,Single,40-44 years,1281
Ohio,2017,Female,Single,45-49 years,77
Ohio,2017,Female,Twin,15-19 years,68
Ohio,2017,Female,Twin,20-24 years,395
Ohio,2017,Female,Twin,25-29 years,668
Ohio,2017,Female,Twin,30-34 years,678
Ohio,2017,Female,Twin,35-39 years,448
Ohio,2017,Female,Twin,40-44 years,68
Ohio,2017,Female,Triplet,25-29 years,22
Ohio,2017,Female,Triplet,30-34 years,26
Ohio,2017,Female,Triplet,35-39 years,12
Ohio,2017,Female,Quadruplet,30-34 years,10
Ohio,2017,Male,Single,Under 15 years,44
Ohio,2017,Male,Single,15-19 years,3905
Ohio,2017,Male,Single,20-24 years,15164
Ohio,2017,Male,Single,25-29 years,20979
Ohio,2017,Male,Single,30-34 years,18252
Ohio,2017,Male,Single,35-39 years,7736
Ohio,2017,Male,Single,40-44 years,1333
Ohio,2017,Male,Single,45-49 years,78
Ohio,2017,Male,Twin,15-19 years,74
Ohio,2017,Male,Twin,20-24 years,371
Ohio,2017,Male,Twin,25-29 years,711
Ohio,2017,Male,Twin,30-34 years,800
Ohio,2017,Male,Twin,35-39 years,386
Ohio,2017,Male,Twin,40-44 years,59
Ohio,2017,Male,Twin,45-49 years,11
Ohio,2017,Male,Triplet,25-29 years,19
Ohio,2017,Male,Triplet,30-34 years,24
Ohio,2017,Male,Triplet,35-39 years,12
Ohio,2018,Female,Single,Under 15 years,20
Ohio,2018,Female,Single,15-19 years,3320
Ohio,2018,Female,Single,20-24 years,13875
Ohio,2018,Female,Single,25-29 years,19992
Ohio,2018,Female,Single,30-34 years,17583
Ohio,2018,Female,Single,35-39 years,7615
Ohio,2018,Female,Single,40-44 years,1391
Ohio,2018,Female,Single,45-49 years,101
Ohio,2018,Female,Twin,15-19 years,62
Ohio,2018,Female,Twin,20-24 years,371
Ohio,2018,Female,Twin,25-29 years,657
Ohio,2018,Female,Twin,30-34 years,696
Ohio,2018,Female,Twin,35-39 years,356
Ohio,2018,Female,Twin,40-44 years,62
Ohio,2018,Female,Twin,45-49 years,10
Ohio,2018,Female,Triplet,25-29 years,30
Ohio,2018,Female,Triplet,30-34 years,21
Ohio,2018,Female,Triplet,35-39 years,14
Ohio,2018,Male,Single,Under 15 years,36
Ohio,2018,Male,Single,15-19 years,3597
Ohio,2018,Male,Single,20-24 years,14364
Ohio,2018,Male,Single,25-29 years,20805
Ohio,2018,Male,Single,30-34 years,18432
Ohio,2018,Male,Single,35-39 years,7940
Ohio,2018,Male,Single,40-44 years,1381
Ohio,2018,Male,Single,45-49 years,87
Ohio,2018,Male,Twin,15-19 years,65
Ohio,2018,Male,Twin,20-24 years,352
Ohio,2018,Male,Twin,25-29 years,680
Ohio,2018,Male,Twin,30-34 years,716
Ohio,2018,Male,Twin,35-39 years,325
Ohio,2018,Male,Twin,40-44 years,60
Ohio,2018,Male,Twin,45-49 years,15
Ohio,2018,Male,Triplet,25-29 years,19
Ohio,2018,Male,Triplet,30-34 years,19
Ohio,2018,Male,Triplet,35-39 years,19
Ohio,2019,Female,Single,Under 15 years,41
Ohio,2019,Female,Single,15-19 years,3284
Ohio,2019,Female,Single,20-24 years,13515
Ohio,2019,Female,Single,25-29 years,19747
Ohio,2019,Female,Single,30-34 years,17745
Ohio,2019,Female,Single,35-39 years,7740
Ohio,2019,Female,Single,40-44 years,1387
Ohio,2019,Female,Single,45-49 years,75
Ohio,2019,Female,Twin,15-19 years,76
Ohio,2019,Female,Twin,20-24 years,314
Ohio,2019,Female,Twin,25-29 years,661
Ohio,2019,Female,Twin,30-34 years,716
Ohio,2019,Female,Twin,35-39 years,414
Ohio,2019,Female,Twin,40-44 years,42
Ohio,2019,Female,Triplet,25-29 years,20
Ohio,2019,Female,Triplet,30-34 years,42
Ohio,2019,Male,Single,Under 15 years,39
Ohio,2019,Male,Single,15-19 years,3496
Ohio,2019,Male,Single,20-24 years,14171
Ohio,2019,Male,Single,25-29 years,20387
Ohio,2019,Male,Single,30-34 years,18528
Ohio,2019,Male,Single,35-39 years,7981
Ohio,2019,Male,Single,40-44 years,1516
Ohio,2019,Male,Single,45-49 years,76
Ohio,2019,Male,Twin,15-19 years,70
Ohio,2019,Male,Twin,20-24 years,335
Ohio,2019,Male,Twin,25-29 years,682
Ohio,2019,Male,Twin,30-34 years,786
Ohio,2019,Male,Twin,35-39 years,379
Ohio,2019,Male,Twin,40-44 years,49
Ohio,2019,Male,Triplet,20-24 years,14
Ohio,2019,Male,Triplet,25-29 years,24
Ohio,2019,Male,Triplet,30-34 years,42
Ohio,2019,Male,Triplet,35-39 years,15
Oklahoma,2016,Female,Single,Under 15 years,23
Oklahoma,2016,Female,Single,15-19 years,2024
Oklahoma,2016,Female,Single,20-24 years,6912
Oklahoma,2016,Female,Single,25-29 years,7621
Oklahoma,2016,Female,Single,30-34 years,5741
Oklahoma,2016,Female,Single,35-39 years,2136
Oklahoma,2016,Female,Single,40-44 years,430
Oklahoma,2016,Female,Single,45-49 years,20
Oklahoma,2016,Female,Twin,15-19 years,39
Oklahoma,2016,Female,Twin,20-24 years,157
Oklahoma,2016,Female,Twin,25-29 years,256
Oklahoma,2016,Female,Twin,30-34 years,244
Oklahoma,2016,Female,Twin,35-39 years,109
Oklahoma,2016,Female,Twin,40-44 years,23
Oklahoma,2016,Male,Single,Under 15 years,24
Oklahoma,2016,Male,Single,15-19 years,2146
Oklahoma,2016,Male,Single,20-24 years,7009
Oklahoma,2016,Male,Single,25-29 years,8140
Oklahoma,2016,Male,Single,30-34 years,5973
Oklahoma,2016,Male,Single,35-39 years,2305
Oklahoma,2016,Male,Single,40-44 years,382
Oklahoma,2016,Male,Single,45-49 years,28
Oklahoma,2016,Male,Twin,15-19 years,41
Oklahoma,2016,Male,Twin,20-24 years,171
Oklahoma,2016,Male,Twin,25-29 years,255
Oklahoma,2016,Male,Twin,30-34 years,231
Oklahoma,2016,Male,Twin,35-39 years,94
Oklahoma,2016,Male,Twin,40-44 years,15
Oklahoma,2017,Female,Single,Under 15 years,22
Oklahoma,2017,Female,Single,15-19 years,1783
Oklahoma,2017,Female,Single,20-24 years,6257
Oklahoma,2017,Female,Single,25-29 years,7528
Oklahoma,2017,Female,Single,30-34 years,5420
Oklahoma,2017,Female,Single,35-39 years,2173
Oklahoma,2017,Female,Single,40-44 years,364
Oklahoma,2017,Female,Single,45-49 years,27
Oklahoma,2017,Female,Twin,15-19 years,30
Oklahoma,2017,Female,Twin,20-24 years,156
Oklahoma,2017,Female,Twin,25-29 years,205
Oklahoma,2017,Female,Twin,30-34 years,227
Oklahoma,2017,Female,Twin,35-39 years,93
Oklahoma,2017,Male,Single,Under 15 years,22
Oklahoma,2017,Male,Single,15-19 years,1952
Oklahoma,2017,Male,Single,20-24 years,6681
Oklahoma,2017,Male,Single,25-29 years,7786
Oklahoma,2017,Male,Single,30-34 years,5877
Oklahoma,2017,Male,Single,35-39 years,2323
Oklahoma,2017,Male,Single,40-44 years,411
Oklahoma,2017,Male,Single,45-49 years,21
Oklahoma,2017,Male,Twin,15-19 years,28
Oklahoma,2017,Male,Twin,20-24 years,180
Oklahoma,2017,Male,Twin,25-29 years,264
Oklahoma,2017,Male,Twin,30-34 years,228
Oklahoma,2017,Male,Twin,35-39 years,81
Oklahoma,2017,Male,Twin,40-44 years,14
