state,year,sex,pluarlity,age,births
Nebraska,2019,Female,Twin,30-34 years,169
Nebraska,2019,Female,Twin,35-39 years,67
Nebraska,2019,Female,Twin,40-44 years,20
Nebraska,2019,Male,Single,15-19 years,490
Nebraska,2019,Male,Single,20-24 years,2269
Nebraska,2019,Male,Single,25-29 years,3948
Nebraska,2019,Male,Single,30-34 years,3549
Nebraska,2019,Male,Single,35-39 years,1571
Nebraska,2019,Male,Single,40-44 years,312
Nebraska,2019,Male,Single,45-49 years,17
Nebraska,2019,Male,Twin,20-24 years,29
Nebraska,2019,Male,Twin,25-29 years,150
Nebraska,2019,Male,Twin,30-34 years,165
Nebraska,2019,Male,Twin,35-39 years,68
Nebraska,2019,Male,Twin,40-44 years,21
Nevada,2016,Female,Single,15-19 years,1020
Nevada,2016,Female,Single,20-24 years,3994
Nevada,2016,Female,Single,25-29 years,5056
Nevada,2016,Female,Single,30-34 years,4289
Nevada,2016,Female,Single,35-39 years,2272
Nevada,2016,Female,Single,40-44 years,511
Nevada,2016,Female,Single,45-49 years,29
Nevada,2016,Female,Twin,15-19 years,23
Nevada,2016,Female,Twin,20-24 years,80
Nevada,2016,Female,Twin,25-29 years,190
Nevada,2016,Female,Twin,30-34 years,165
Nevada,2016,Female,Twin,35-39 years,106
Nevada,2016,Female,Twin,40-44 years,17
Nevada,2016,Male,Single,15-19 years,1012
Nevada,2016,Male,Single,20-24 years,3916
Nevada,2016,Male,Single,25-29 years,5373
Nevada,2016,Male,Single,30-34 years,4744
Nevada,2016,Male,Single,35-39 years,2315
Nevada,2016,Male,Single,40-44 years,547
Nevada,2016,Male,Single,45-49 years,26
Nevada,2016,Male,Twin,15-19 years,23
Nevada,2016,Male,Twin,20-24 years,58
Nevada,2016,Male,Twin,25-29 years,156
Nevada,2016,Male,Twin,30-34 years,164
Nevada,2016,Male,Twin,35-39 years,106
Nevada,2016,Male,Twin,40-44 years,19
Nevada,2017,Female,Single,Under 15 years,11
Nevada,2017,Female,Single,15-19 years,939
Nevada,2017,Female,Single,20-24 years,3679
Nevada,2017,Female,Single,25-29 years,5085
Nevada,2017,Female,Single,30-34 years,4367
Nevada,2017,Female,Single,35-39 years,2259
Nevada,2017,Female,Single,40-44 years,545
Nevada,2017,Female,Single,45-49 years,36
Nevada,2017,Female,Twin,15-19 years,19
Nevada,2017,Female,Twin,20-24 years,101
Nevada,2017,Female,Twin,25-29 years,145
Nevada,2017,Female,Twin,30-34 years,154
Nevada,2017,Female,Twin,35-39 years,98
Nevada,2017,Female,Twin,40-44 years,13
Nevada,2017,Female,Twin,45-49 years,10
Nevada,2017,Male,Single,Under 15 years,11
Nevada,2017,Male,Single,15-19 years,935
Nevada,2017,Male,Single,20-24 years,3963
Nevada,2017,Male,Single,25-29 years,5296
Nevada,2017,Male,Single,30-34 years,4569
Nevada,2017,Male,Single,35-39 years,2346
Nevada,2017,Male,Single,40-44 years,548
Nevada,2017,Male,Single,45-49 years,30
Nevada,2017,Male,Twin,15-19 years,13
Nevada,2017,Male,Twin,20-24 years,105
Nevada,2017,Male,Twin,25-29 years,161
Nevada,2017,Male,Twin,30-34 years,153
Nevada,2017,Male,Twin,35-39 years,101
Nevada,2017,Male,Twin,40-44 years,17
Nevada,2018,Female,Single,15-19 years,879
Nevada,2018,Female,Single,20-24 years,3616
Nevada,2018,Female,Single,25-29 years,4983
Nevada,2018,Female,Single,30-34 years,4390
Nevada,2018,Female,Single,35-39 years,2404
Nevada,2018,Female,Single,40-44 years,544
Nevada,2018,Female,Single,45-49 years,46
Nevada,2018,Female,Twin,20-24 years,78
Nevada,2018,Female,Twin,25-29 years,131
Nevada,2018,Female,Twin,30-34 years,153
Nevada,2018,Female,Twin,35-39 years,85
Nevada,2018,Female,Twin,40-44 years,27
Nevada,2018,Male,Single,15-19 years,899
Nevada,2018,Male,Single,20-24 years,3820
Nevada,2018,Male,Single,25-29 years,5307
Nevada,2018,Male,Single,30-34 years,4602
Nevada,2018,Male,Single,35-39 years,2524
Nevada,2018,Male,Single,40-44 years,565
Nevada,2018,Male,Single,45-49 years,36
Nevada,2018,Male,Twin,15-19 years,13
Nevada,2018,Male,Twin,20-24 years,91
Nevada,2018,Male,Twin,25-29 years,149
Nevada,2018,Male,Twin,30-34 years,148
Nevada,2018,Male,Twin,35-39 years,113
Nevada,2018,Male,Twin,40-44 years,19
Nevada,2019,Female,Single,15-19 years,802
Nevada,2019,Female,Single,20-24 years,3332
Nevada,2019,Female,Single,25-29 years,4941
Nevada,2019,Female,Single,30-34 years,4328
Nevada,2019,Female,Single,35-39 years,2433
Nevada,2019,Female,Single,40-44 years,555
Nevada,2019,Female,Single,45-49 years,41
Nevada,2019,Female,Twin,20-24 years,77
Nevada,2019,Female,Twin,25-29 years,155
Nevada,2019,Female,Twin,30-34 years,156
Nevada,2019,Female,Twin,35-39 years,82
Nevada,2019,Female,Twin,40-44 years,12
Nevada,2019,Female,Twin,45-49 years,10
Nevada,2019,Male,Single,15-19 years,862
Nevada,2019,Male,Single,20-24 years,3589
Nevada,2019,Male,Single,25-29 years,5330
Nevada,2019,Male,Single,30-34 years,4689
Nevada,2019,Male,Single,35-39 years,2501
Nevada,2019,Male,Single,40-44 years,544
Nevada,2019,Male,Single,45-49 years,31
Nevada,2019,Male,Twin,20-24 years,62
Nevada,2019,Male,Twin,25-29 years,185
Nevada,2019,Male,Twin,30-34 years,178
Nevada,2019,Male,Twin,35-39 years,88
Nevada,2019,Male,Twin,40-44 years,20
Nevada,2019,Male,Twin,45-49 years,12
New Hampshire,2016,Female,Single,15-19 years,178
New Hampshire,2016,Female,Single,20-24 years,904
New Hampshire,2016,Female,Single,25-29 years,1687
New Hampshire,2016,Female,Single,30-34 years,1928
New Hampshire,2016,Female,Single,35-39 years,840
New Hampshire,2016,Female,Single,40-44 years,144
New Hampshire,2016,Female,Twin,20-24 years,11
New Hampshire,2016,Female,Twin,25-29 years,32
New Hampshire,2016,Female,Twin,30-34 years,77
New Hampshire,2016,Female,Twin,35-39 years,25
New Hampshire,2016,Male,Single,15-19 years,208
New Hampshire,2016,Male,Single,20-24 years,962
New Hampshire,2016,Male,Single,25-29 years,1810
New Hampshire,2016,Male,Single,30-34 years,2072
New Hampshire,2016,Male,Single,35-39 years,990
New Hampshire,2016,Male,Single,40-44 years,153
New Hampshire,2016,Male,Twin,20-24 years,18
New Hampshire,2016,Male,Twin,25-29 years,34
New Hampshire,2016,Male,Twin,30-34 years,90
New Hampshire,2016,Male,Twin,35-39 years,48
New Hampshire,2017,Female,Single,15-19 years,177
New Hampshire,2017,Female,Single,20-24 years,876
New Hampshire,2017,Female,Single,25-29 years,1697
New Hampshire,2017,Female,Single,30-34 years,1922
New Hampshire,2017,Female,Single,35-39 years,907
New Hampshire,2017,Female,Single,40-44 years,139
New Hampshire,2017,Female,Single,45-49 years,12
New Hampshire,2017,Female,Twin,20-24 years,26
New Hampshire,2017,Female,Twin,25-29 years,69
New Hampshire,2017,Female,Twin,30-34 years,79
New Hampshire,2017,Female,Twin,35-39 years,43
New Hampshire,2017,Male,Single,15-19 years,169
New Hampshire,2017,Male,Single,20-24 years,883
New Hampshire,2017,Male,Single,25-29 years,1828
New Hampshire,2017,Male,Single,30-34 years,2022
New Hampshire,2017,Male,Single,35-39 years,868
New Hampshire,2017,Male,Single,40-44 years,151
New Hampshire,2017,Male,Single,45-49 years,11
New Hampshire,2017,Male,Twin,20-24 years,23
New Hampshire,2017,Male,Twin,25-29 years,59
New Hampshire,2017,Male,Twin,30-34 years,62
New Hampshire,2017,Male,Twin,35-39 years,41
New Hampshire,2017,Male,Twin,40-44 years,21
New Hampshire,2018,Female,Single,15-19 years,158
New Hampshire,2018,Female,Single,20-24 years,832
New Hampshire,2018,Female,Single,25-29 years,1673
New Hampshire,2018,Female,Single,30-34 years,1980
New Hampshire,2018,Female,Single,35-39 years,975
New Hampshire,2018,Female,Single,40-44 years,150
New Hampshire,2018,Female,Single,45-49 years,11
New Hampshire,2018,Female,Twin,20-24 years,23
New Hampshire,2018,Female,Twin,25-29 years,44
New Hampshire,2018,Female,Twin,30-34 years,72
New Hampshire,2018,Female,Twin,35-39 years,38
New Hampshire,2018,Female,Twin,40-44 years,11
New Hampshire,2018,Male,Single,15-19 years,162
New Hampshire,2018,Male,Single,20-24 years,822
New Hampshire,2018,Male,Single,25-29 years,1689
New Hampshire,2018,Male,Single,30-34 years,2038
New Hampshire,2018,Male,Single,35-39 years,909
New Hampshire,2018,Male,Single,40-44 years,166
New Hampshire,2018,Male,Single,45-49 years,11
New Hampshire,2018,Male,Twin,15-19 years,10
New Hampshire,2018,Male,Twin,20-24 years,22
New Hampshire,2018,Male,Twin,25-29 years,40
New Hampshire,2018,Male,Twin,30-34 years,70
New Hampshire,2018,Male,Twin,35-39 years,54
New Hampshire,2018,Male,Twin,40-44 years,19
New Hampshire,2019,Female,Single,15-19 years,133
New Hampshire,2019,Female,Single,20-24 years,719
New Hampshire,2019,Female,Single,25-29 years,1654
New Hampshire,2019,Female,Single,30-34 years,2011
New Hampshire,2019,Female,Single,35-39 years,874
New Hampshire,2019,Female,Single,40-44 years,170
New Hampshire,2019,Female,Twin,20-24 years,17
New Hampshire,2019,Female,Twin,25-29 years,36
New Hampshire,2019,Female,Twin,30-34 years,79
New Hampshire,2019,Female,Twin,35-39 years,41
New Hampshire,2019,Male,Single,15-19 years,136
New Hampshire,2019,Male,Single,20-24 years,824
New Hampshire,2019,Male,Single,25-29 years,1678
New Hampshire,2019,Male,Single,30-34 years,2116
New Hampshire,2019,Male,Single,35-39 years,972
New Hampshire,2019,Male,Single,40-44 years,158
New Hampshire,2019,Male,Single,45-49 years,15
New Hampshire,2019,Male,Twin,20-24 years,22
New Hampshire,2019,Male,Twin,25-29 years,47
New Hampshire,2019,Male,Twin,30-34 years,62
New Hampshire,2019,Male,Twin,35-39 years,32
New Jersey,2016,Female,Single,Under 15 years,11
New Jersey,2016,Female,Single,15-19 years,1498
New Jersey,2016,Female,Single,20-24 years,6707
New Jersey,2016,Female,Single,25-29 years,12228
New Jersey,2016,Female,Single,30-34 years,16283
New Jersey,2016,Female,Single,35-39 years,9180
New Jersey,2016,Female,Single,40-44 years,1966
New Jersey,2016,Female,Single,45-49 years,151
New Jersey,2016,Female,Single,50 years and over,21
New Jersey,2016,Female,Twin,15-19 years,24
New Jersey,2016,Female,Twin,20-24 years,174
New Jersey,2016,Female,Twin,25-29 years,402
New Jersey,2016,Female,Twin,30-34 years,726
New Jersey,2016,Female,Twin,35-39 years,520
New Jersey,2016,Female,Twin,40-44 years,110
New Jersey,2016,Female,Twin,45-49 years,34
New Jersey,2016,Female,Triplet,30-34 years,19
New Jersey,2016,Male,Single,Under 15 years,16
New Jersey,2016,Male,Single,15-19 years,1516
New Jersey,2016,Male,Single,20-24 years,7087
New Jersey,2016,Male,Single,25-29 years,13100
New Jersey,2016,Male,Single,30-34 years,17092
New Jersey,2016,Male,Single,35-39 years,9526
New Jersey,2016,Male,Single,40-44 years,2092
New Jersey,2016,Male,Single,45-49 years,159
New Jersey,2016,Male,Twin,15-19 years,22
New Jersey,2016,Male,Twin,20-24 years,150
New Jersey,2016,Male,Twin,25-29 years,389
New Jersey,2016,Male,Twin,30-34 years,698
New Jersey,2016,Male,Twin,35-39 years,512
New Jersey,2016,Male,Twin,40-44 years,113
New Jersey,2016,Male,Twin,45-49 years,24
New Jersey,2016,Male,Triplet,25-29 years,13
New Jersey,2016,Male,Triplet,30-34 years,14
New Jersey,2016,Male,Triplet,35-39 years,18
New Jersey,2017,Female,Single,Under 15 years,13
New Jersey,2017,Female,Single,15-19 years,1339
New Jersey,2017,Female,Single,20-24 years,6377
New Jersey,2017,Female,Single,25-29 years,12009
New Jersey,2017,Female,Single,30-34 years,15942
New Jersey,2017,Female,Single,35-39 years,9302
New Jersey,2017,Female,Single,40-44 years,2105
New Jersey,2017,Female,Single,45-49 years,170
New Jersey,2017,Female,Single,50 years and over,11
New Jersey,2017,Female,Twin,15-19 years,29
New Jersey,2017,Female,Twin,20-24 years,158
New Jersey,2017,Female,Twin,25-29 years,411
New Jersey,2017,Female,Twin,30-34 years,684
New Jersey,2017,Female,Twin,35-39 years,433
New Jersey,2017,Female,Twin,40-44 years,109
New Jersey,2017,Female,Twin,45-49 years,26
New Jersey,2017,Female,Triplet,30-34 years,16
New Jersey,2017,Female,Triplet,35-39 years,15
New Jersey,2017,Male,Single,Under 15 years,14
New Jersey,2017,Male,Single,15-19 years,1453
New Jersey,2017,Male,Single,20-24 years,6733
New Jersey,2017,Male,Single,25-29 years,12857
New Jersey,2017,Male,Single,30-34 years,17088
New Jersey,2017,Male,Single,35-39 years,9762
New Jersey,2017,Male,Single,40-44 years,2161
New Jersey,2017,Male,Single,45-49 years,145
New Jersey,2017,Male,Single,50 years and over,19
New Jersey,2017,Male,Twin,15-19 years,16
New Jersey,2017,Male,Twin,20-24 years,113
New Jersey,2017,Male,Twin,25-29 years,396
New Jersey,2017,Male,Twin,30-34 years,702
New Jersey,2017,Male,Twin,35-39 years,436
New Jersey,2017,Male,Twin,40-44 years,97
New Jersey,2017,Male,Twin,45-49 years,24
New Jersey,2017,Male,Triplet,25-29 years,12
New Jersey,2017,Male,Triplet,30-34 years,19
New Jersey,2017,Male,Triplet,35-39 years,24
New Jersey,2018,Female,Single,Under 15 years,14
New Jersey,2018,Female,Single,15-19 years,1368
New Jersey,2018,Female,Single,20-24 years,6128
New Jersey,2018,Female,Single,25-29 years,11787
New Jersey,2018,Female,Single,30-34 years,16343
New Jersey,2018,Female,Single,35-39 years,9692
New Jersey,2018,Female,Single,40-44 years,2192
New Jersey,2018,Female,Single,45-49 years,160
New Jersey,2018,Female,Single,50 years and over,23
New Jersey,2018,Female,Twin,15-19 years,14
New Jersey,2018,Female,Twin,20-24 years,163
New Jersey,2018,Female,Twin,25-29 years,391
New Jersey,2018,Female,Twin,30-34 years,609
New Jersey,2018,Female,Twin,35-39 years,457
New Jersey,2018,Female,Twin,40-44 years,106
New Jersey,2018,Female,Twin,45-49 years,26
New Jersey,2018,Female,Triplet,25-29 years,12
New Jersey,2018,Female,Triplet,30-34 years,31
New Jersey,2018,Male,Single,Under 15 years,12
New Jersey,2018,Male,Single,15-19 years,1414
New Jersey,2018,Male,Single,20-24 years,6440
New Jersey,2018,Male,Single,25-29 years,12341
New Jersey,2018,Male,Single,30-34 years,17161
New Jersey,2018,Male,Single,35-39 years,10175
New Jersey,2018,Male,Single,40-44 years,2255
New Jersey,2018,Male,Single,45-49 years,144
New Jersey,2018,Male,Single,50 years and over,18
New Jersey,2018,Male,Twin,15-19 years,18
New Jersey,2018,Male,Twin,20-24 years,157
New Jersey,2018,Male,Twin,25-29 years,351
New Jersey,2018,Male,Twin,30-34 years,574
New Jersey,2018,Male,Twin,35-39 years,444
New Jersey,2018,Male,Twin,40-44 years,117
New Jersey,2018,Male,Twin,45-49 years,26
New Jersey,2018,Male,Triplet,30-34 years,11
New Jersey,2018,Male,Triplet,35-39 years,15
New Jersey,2019,Female,Single,Under 15 years,10
New Jersey,2019,Female,Single,15-19 years,1271
New Jersey,2019,Female,Single,20-24 years,5798
New Jersey,2019,Female,Single,25-29 years,11434
New Jersey,2019,Female,Single,30-34 years,16319
New Jersey,2019,Female,Single,35-39 years,9513
New Jersey,2019,Female,Single,40-44 years,2171
New Jersey,2019,Female,Single,45-49 years,157
New Jersey,2019,Female,Single,50 years and over,18
New Jersey,2019,Female,Twin,15-19 years,22
New Jersey,2019,Female,Twin,20-24 years,168
New Jersey,2019,Female,Twin,25-29 years,293
New Jersey,2019,Female,Twin,30-34 years,586
New Jersey,2019,Female,Twin,35-39 years,400
New Jersey,2019,Female,Twin,40-44 years,93
New Jersey,2019,Female,Twin,45-49 years,16
New Jersey,2019,Female,Triplet,30-34 years,11
New Jersey,2019,Female,Triplet,35-39 years,20
New Jersey,2019,Female,Triplet,40-44 years,11
New Jersey,2019,Male,Single,Under 15 years,18
New Jersey,2019,Male,Single,15-19 years,1380
New Jersey,2019,Male,Single,20-24 years,6137
New Jersey,2019,Male,Single,25-29 years,12194
New Jersey,2019,Male,Single,30-34 years,17343
New Jersey,2019,Male,Single,35-39 years,10044
New Jersey,2019,Male,Single,40-44 years,2289
New Jersey,2019,Male,Single,45-49 years,158
New Jersey,2019,Male,Single,50 years and over,13
New Jersey,2019,Male,Twin,15-19 years,24
New Jersey,2019,Male,Twin,20-24 years,126
New Jersey,2019,Male,Twin,25-29 years,345
New Jersey,2019,Male,Twin,30-34 years,587
New Jersey,2019,Male,Twin,35-39 years,425
New Jersey,2019,Male,Twin,40-44 years,102
New Jersey,2019,Male,Triplet,25-29 years,12
New Jersey,2019,Male,Triplet,30-34 years,16
New Jersey,2019,Male,Triplet,35-39 years,11
New Mexico,2016,Female,Single,Under 15 years,13
New Mexico,2016,Female,Single,15-19 years,946
New Mexico,2016,Female,Single,20-24 years,3191
New Mexico,2016,Female,Single,25-29 years,3497
New Mexico,2016,Female,Single,30-34 years,2663
New Mexico,2016,Female,Single,35-39 years,1160
New Mexico,2016,Female,Single,40-44 years,275
New Mexico,2016,Female,Single,45-49 years,14
New Mexico,2016,Female,Twin,15-19 years,13
New Mexico,2016,Female,Twin,20-24 years,60
New Mexico,2016,Female,Twin,25-29 years,96
New Mexico,2016,Female,Twin,30-34 years,107
New Mexico,2016,Female,Twin,35-39 years,44
New Mexico,2016,Female,Twin,40-44 years,10
New Mexico,2016,Male,Single,15-19 years,1039
New Mexico,2016,Male,Single,20-24 years,3220
New Mexico,2016,Male,Single,25-29 years,3661
New Mexico,2016,Male,Single,30-34 years,2775
New Mexico,2016,Male,Single,35-39 years,1322
New Mexico,2016,Male,Single,40-44 years,241
New Mexico,2016,Male,Single,45-49 years,10
New Mexico,2016,Male,Twin,15-19 years,21
New Mexico,2016,Male,Twin,20-24 years,56
New Mexico,2016,Male,Twin,25-29 years,93
New Mexico,2016,Male,Twin,30-34 years,81
New Mexico,2016,Male,Twin,35-39 years,51
New Mexico,2017,Female,Single,15-19 years,892
New Mexico,2017,Female,Single,20-24 years,2819
New Mexico,2017,Female,Single,25-29 years,3484
New Mexico,2017,Female,Single,30-34 years,2574
New Mexico,2017,Female,Single,35-39 years,1220
New Mexico,2017,Female,Single,40-44 years,245
New Mexico,2017,Female,Single,45-49 years,16
New Mexico,2017,Female,Twin,15-19 years,10
New Mexico,2017,Female,Twin,20-24 years,60
New Mexico,2017,Female,Twin,25-29 years,88
New Mexico,2017,Female,Twin,30-34 years,96
New Mexico,2017,Female,Twin,35-39 years,50
New Mexico,2017,Male,Single,Under 15 years,12
New Mexico,2017,Male,Single,15-19 years,986
New Mexico,2017,Male,Single,20-24 years,3119
New Mexico,2017,Male,Single,25-29 years,3532
New Mexico,2017,Male,Single,30-34 years,2655
New Mexico,2017,Male,Single,35-39 years,1308
New Mexico,2017,Male,Single,40-44 years,258
New Mexico,2017,Male,Single,45-49 years,17
New Mexico,2017,Male,Twin,20-24 years,56
New Mexico,2017,Male,Twin,25-29 years,102
New Mexico,2017,Male,Twin,30-34 years,72
New Mexico,2017,Male,Twin,35-39 years,40
New Mexico,2018,Female,Single,15-19 years,834
New Mexico,2018,Female,Single,20-24 years,2744
New Mexico,2018,Female,Single,25-29 years,3464
New Mexico,2018,Female,Single,30-34 years,2497
New Mexico,2018,Female,Single,35-39 years,1272
New Mexico,2018,Female,Single,40-44 years,261
New Mexico,2018,Female,Single,45-49 years,13
New Mexico,2018,Female,Twin,15-19 years,16
New Mexico,2018,Female,Twin,20-24 years,52
New Mexico,2018,Female,Twin,25-29 years,63
New Mexico,2018,Female,Twin,30-34 years,98
New Mexico,2018,Female,Twin,35-39 years,44
New Mexico,2018,Female,Twin,40-44 years,10
New Mexico,2018,Male,Single,Under 15 years,10
New Mexico,2018,Male,Single,15-19 years,865
New Mexico,2018,Male,Single,20-24 years,2793
New Mexico,2018,Male,Single,25-29 years,3444
New Mexico,2018,Male,Single,30-34 years,2704
New Mexico,2018,Male,Single,35-39 years,1286
New Mexico,2018,Male,Single,40-44 years,243
New Mexico,2018,Male,Single,45-49 years,13
New Mexico,2018,Male,Twin,20-24 years,52
New Mexico,2018,Male,Twin,25-29 years,93
New Mexico,2018,Male,Twin,30-34 years,72
New Mexico,2018,Male,Twin,35-39 years,51
New Mexico,2018,Male,Twin,40-44 years,11
New Mexico,2019,Female,Single,15-19 years,771
New Mexico,2019,Female,Single,20-24 years,2635
New Mexico,2019,Female,Single,25-29 years,3283
New Mexico,2019,Female,Single,30-34 years,2663
New Mexico,2019,Female,Single,35-39 years,1261
New Mexico,2019,Female,Single,40-44 years,240
New Mexico,2019,Female,Single,45-49 years,11
New Mexico,2019,Female,Twin,15-19 years,14
New Mexico,2019,Female,Twin,20-24 years,41
New Mexico,2019,Female,Twin,25-29 years,103
New Mexico,2019,Female,Twin,30-34 years,96
New Mexico,2019,Female,Twin,35-39 years,47
New Mexico,2019,Female,Twin,40-44 years,13
New Mexico,2019,Male,Single,Under 15 years,12
New Mexico,2019,Male,Single,15-19 years,864
New Mexico,2019,Male,Single,20-24 years,2777
New Mexico,2019,Male,Single,25-29 years,3494
New Mexico,2019,Male,Single,30-34 years,2709
New Mexico,2019,Male,Single,35-39 years,1298
New Mexico,2019,Male,Single,40-44 years,266
New Mexico,2019,Male,Single,45-49 years,16
New Mexico,2019,Male,Twin,15-19 years,10
New Mexico,2019,Male,Twin,20-24 years,54
New Mexico,2019,Male,Twin,25-29 years,103
New Mexico,2019,Male,Twin,30-34 years,91
New Mexico,2019,Male,Twin,35-39 years,50
New York,2016,Female,Single,Under 15 years,39
New York,2016,Female,Single,15-19 years,3821
New York,2016,Female,Single,20-24 years,17884
New York,2016,Female,Single,25-29 years,29572
New York,2016,Female,Single,30-34 years,34046
New York,2016,Female,Single,35-39 years,19694
New York,2016,Female,Single,40-44 years,4669
New York,2016,Female,Single,45-49 years,384
New York,2016,Female,Single,50 years and over,31
New York,2016,Female,Twin,15-19 years,72
New York,2016,Female,Twin,20-24 years,453
New York,2016,Female,Twin,25-29 years,952
New York,2016,Female,Twin,30-34 years,1355
New York,2016,Female,Twin,35-39 years,1070
New York,2016,Female,Twin,40-44 years,246
New York,2016,Female,Twin,45-49 years,53
New York,2016,Female,Triplet,20-24 years,13
New York,2016,Female,Triplet,25-29 years,31
New York,2016,Female,Triplet,30-34 years,34
New York,2016,Female,Triplet,35-39 years,31
New York,2016,Male,Single,Under 15 years,45
New York,2016,Male,Single,15-19 years,4040
New York,2016,Male,Single,20-24 years,18882
New York,2016,Male,Single,25-29 years,30997
New York,2016,Male,Single,30-34 years,35411
New York,2016,Male,Single,35-39 years,20695
New York,2016,Male,Single,40-44 years,4901
New York,2016,Male,Single,45-49 years,380
New York,2016,Male,Single,50 years and over,31
New York,2016,Male,Twin,15-19 years,70
New York,2016,Male,Twin,20-24 years,428
New York,2016,Male,Twin,25-29 years,964
New York,2016,Male,Twin,30-34 years,1410
New York,2016,Male,Twin,35-39 years,1104
New York,2016,Male,Twin,40-44 years,275
New York,2016,Male,Twin,45-49 years,72
New York,2016,Male,Triplet,25-29 years,24
New York,2016,Male,Triplet,30-34 years,44
New York,2016,Male,Triplet,35-39 years,22
New York,2017,Female,Single,Under 15 years,30
New York,2017,Female,Single,15-19 years,3641
New York,2017,Female,Single,20-24 years,17016
New York,2017,Female,Single,25-29 years,28470
New York,2017,Female,Single,30-34 years,33391
New York,2017,Female,Single,35-39 years,19991
New York,2017,Female,Single,40-44 years,4872
New York,2017,Female,Single,45-49 years,404
New York,2017,Female,Single,50 years and over,43
New York,2017,Female,Twin,15-19 years,71
New York,2017,Female,Twin,20-24 years,449
New York,2017,Female,Twin,25-29 years,852
New York,2017,Female,Twin,30-34 years,1344
New York,2017,Female,Twin,35-39 years,964
New York,2017,Female,Twin,40-44 years,276
New York,2017,Female,Twin,45-49 years,55
New York,2017,Female,Twin,50 years and over,13
New York,2017,Female,Triplet,25-29 years,28
New York,2017,Female,Triplet,30-34 years,45
New York,2017,Female,Triplet,35-39 years,40
New York,2017,Male,Single,Under 15 years,38
New York,2017,Male,Single,15-19 years,3711
New York,2017,Male,Single,20-24 years,17757
New York,2017,Male,Single,25-29 years,29942
New York,2017,Male,Single,30-34 years,35172
New York,2017,Male,Single,35-39 years,21423
New York,2017,Male,Single,40-44 years,4991
New York,2017,Male,Single,45-49 years,393
New York,2017,Male,Single,50 years and over,47
New York,2017,Male,Twin,15-19 years,57
New York,2017,Male,Twin,20-24 years,387
New York,2017,Male,Twin,25-29 years,925
New York,2017,Male,Twin,30-34 years,1414
New York,2017,Male,Twin,35-39 years,980
New York,2017,Male,Twin,40-44 years,263
New York,2017,Male,Twin,45-49 years,51
New York,2017,Male,Twin,50 years and over,10
New York,2017,Male,Triplet,25-29 years,26
New York,2017,Male,Triplet,30-34 years,48
New York,2017,Male,Triplet,35-39 years,46
New York,2017,Male,Triplet,40-44 years,15
New York,2018,Female,Single,Under 15 years,33
New York,2018,Female,Single,15-19 years,3306
New York,2018,Female,Single,20-24 years,16189
New York,2018,Female,Single,25-29 years,27472
New York,2018,Female,Single,30-34 years,33623
New York,2018,Female,Single,35-39 years,20479
New York,2018,Female,Single,40-44 years,5026
New York,2018,Female,Single,45-49 years,433
New York,2018,Female,Single,50 years and over,48
New York,2018,Female,Twin,15-19 years,51
New York,2018,Female,Twin,20-24 years,373
New York,2018,Female,Twin,25-29 years,829
New York,2018,Female,Twin,30-34 years,1383
New York,2018,Female,Twin,35-39 years,968
New York,2018,Female,Twin,40-44 years,246
New York,2018,Female,Twin,45-49 years,44
New York,2018,Female,Twin,50 years and over,15
New York,2018,Female,Triplet,25-29 years,28
New York,2018,Female,Triplet,30-34 years,48
New York,2018,Female,Triplet,35-39 years,22
New York,2018,Female,Triplet,40-44 years,12
New York,2018,Male,Single,Under 15 years,24
New York,2018,Male,Single,15-19 years,3433
New York,2018,Male,Single,20-24 years,16994
New York,2018,Male,Single,25-29 years,28777
New York,2018,Male,Single,30-34 years,35228
New York,2018,Male,Single,35-39 years,21577
New York,2018,Male,Single,40-44 years,5151
New York,2018,Male,Single,45-49 years,400
New York,2018,Male,Single,50 years and over,51
New York,2018,Male,Twin,15-19 years,57
New York,2018,Male,Twin,20-24 years,389
New York,2018,Male,Twin,25-29 years,857
New York,2018,Male,Twin,30-34 years,1313
New York,2018,Male,Twin,35-39 years,914
New York,2018,Male,Twin,40-44 years,253
New York,2018,Male,Twin,45-49 years,53
New York,2018,Male,Triplet,25-29 years,26
New York,2018,Male,Triplet,30-34 years,41
New York,2018,Male,Triplet,35-39 years,23
New York,2018,Male,Triplet,40-44 years,12
New York,2019,Female,Single,Under 15 years,30
New York,2019,Female,Single,15-19 years,3179
New York,2019,Female,Single,20-24 years,15413
New York,2019,Female,Single,25-29 years,26676
New York,2019,Female,Single,30-34 years,33292
New York,2019,Female,Single,35-39 years,20649
New York,2019,Female,Single,40-44 years,5067
New York,2019,Female,Single,45-49 years,402
New York,2019,Female,Single,50 years and over,56
New York,2019,Female,Twin,15-19 years,63
New York,2019,Female,Twin,20-24 years,391
New York,2019,Female,Twin,25-29 years,839
New York,2019,Female,Twin,30-34 years,1190
New York,2019,Female,Twin,35-39 years,872
New York,2019,Female,Twin,40-44 years,210
New York,2019,Female,Twin,45-49 years,47
New York,2019,Female,Triplet,25-29 years,11
New York,2019,Female,Triplet,30-34 years,39
New York,2019,Female,Triplet,35-39 years,26
New York,2019,Male,Single,Under 15 years,28
New York,2019,Male,Single,15-19 years,3303
New York,2019,Male,Single,20-24 years,16451
New York,2019,Male,Single,25-29 years,27681
New York,2019,Male,Single,30-34 years,34823
New York,2019,Male,Single,35-39 years,21349
New York,2019,Male,Single,40-44 years,5296
